job_title,experience_level,salary_in_usd,employee_residence,employment_type
Data Science,MI,135800,US,FT
Data Science,MI,95100,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,117000,US,FT
Data Architect,SE,234000,US,FT
Data Architect,SE,146000,US,FT
Data Analyst,MI,120000,US,FT
Data Analyst,MI,105000,US,FT
Data Analyst,EN,43500,US,FT
Data Analyst,EN,41000,US,FT
Data Engineer,SE,234000,US,FT
Data Engineer,SE,117000,US,FT
ML Engineer,SE,211888,US,FT
ML Engineer,SE,154100,US,FT
Data Analyst,SE,185100,US,FT
Data Analyst,SE,148500,US,FT
Data Analyst,SE,147000,US,FT
Data Analyst,SE,92000,US,FT
Analytics Engineer,SE,148500,US,FT
Analytics Engineer,SE,117000,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,100000,US,FT
ML Engineer,MI,203000,US,FT
ML Engineer,MI,135000,US,FT
Consultant Data Engineer,SE,50000,GE,FT
Data Scientist,SE,322100,US,FT
Data Scientist,SE,173400,US,FT
Business Intelligence Analyst,SE,158900,US,FT
Business Intelligence Analyst,SE,132400,US,FT
Machine Learning Engineer,SE,370000,US,FT
Machine Learning Engineer,SE,220000,US,FT
Analytics Engineer,SE,180000,US,FT
Analytics Engineer,SE,140000,US,FT
Data Engineer,SE,247300,US,FT
Data Engineer,SE,139800,US,FT
Data Scientist,SE,213000,US,FT
Data Scientist,SE,120700,US,FT
Data Engineer,SE,172000,US,FT
Data Engineer,SE,141000,US,FT
Business Intelligence Manager,MI,140000,US,FT
Business Intelligence Manager,MI,100000,US,FT
Data Analyst,EN,100000,US,FT
Data Analyst,EN,90000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,115000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,100000,US,FT
Data Scientist,SE,240901,US,FT
Data Scientist,SE,168630,US,FT
Data Analyst,MI,100000,US,FT
Data Analyst,MI,90000,US,FT
Head of Data,EX,312300,US,FT
Head of Data,EX,269000,US,FT
Data Engineer,EX,273600,US,FT
Data Engineer,EX,182400,US,FT
Data Architect,SE,184000,US,FT
Data Architect,SE,123000,US,FT
Research Engineer,SE,250000,US,FT
Research Engineer,SE,150000,US,FT
Business Intelligence Analyst,SE,140000,US,FT
Business Intelligence Analyst,SE,100000,US,FT
Data Scientist,SE,202500,US,FT
Data Scientist,SE,135000,US,FT
Data Engineer,MI,159550,US,FT
Data Engineer,MI,113000,US,FT
Data Science,MI,75000,US,FT
Data Science,MI,55000,US,FT
Data Engineer,EX,253900,US,FT
Data Engineer,EX,145100,US,FT
Research Scientist,MI,138000,US,FT
Research Scientist,MI,86000,US,FT
Research Scientist,SE,179000,US,FT
Research Scientist,SE,112000,US,FT
Data Management Analyst,EN,105000,CA,FT
Data Management Analyst,EN,80800,CA,FT
Data Analyst,EN,64500,US,FT
Data Analyst,EN,46500,US,FT
Data Engineer,SE,120750,US,FT
Data Engineer,SE,85000,US,FT
Data Architect,SE,180000,US,FT
Data Architect,SE,144000,US,FT
Data Analyst,SE,144606,US,FT
Data Analyst,SE,128539,US,FT
BI Developer,MI,79400,US,FT
BI Developer,MI,55600,US,FT
Data Engineer,MI,131700,US,FT
Data Engineer,MI,84000,US,FT
Data Science,SE,206000,US,FT
Data Science,SE,106605,US,FT
Data Analyst,MI,179000,US,FT
Data Analyst,MI,112000,US,FT
Business Intelligence,SE,120750,US,FT
Business Intelligence,SE,85000,US,FT
Research Scientist,SE,175000,US,FT
Research Scientist,SE,118000,US,FT
Data Analyst,SE,194000,US,FT
Data Analyst,SE,122000,US,FT
Business Intelligence,SE,142250,US,FT
Business Intelligence,SE,100000,US,FT
Data Scientist,MI,99000,US,FT
Data Scientist,MI,87000,US,FT
Research Engineer,EN,118400,US,FT
Research Engineer,EN,64000,US,FT
Machine Learning Engineer,MI,176000,US,FT
Machine Learning Engineer,MI,72700,US,FT
Manager Data Management,SE,36014,IN,FL
Data Engineer,MI,145000,US,FT
Data Engineer,MI,120000,US,FT
Research Analyst,EN,126225,US,FT
Research Analyst,EN,61846,US,FT
Data Analyst,SE,114200,US,FT
Data Analyst,SE,92900,US,FT
Data Engineer,SE,219700,US,FT
Data Engineer,SE,137300,US,FT
Business Intelligence Engineer,SE,108500,US,FT
Business Intelligence Engineer,SE,78800,US,FT
Data Scientist,MI,55328,ZA,FT
Data Scientist,MI,42457,ZA,FT
Data Analyst,SE,95000,US,FT
Data Analyst,SE,85000,US,FT
Data Quality Manager,MI,55555,ES,FT
Data Quality Manager,MI,44444,ES,FT
Data Modeler,SE,155000,US,FT
Data Modeler,SE,140000,US,FT
Data Analytics Manager,MI,128000,US,FT
Data Analytics Manager,MI,81500,US,FT
Business Intelligence Analyst,MI,95000,US,FT
Business Intelligence Analyst,MI,68000,US,FT
Data Scientist,EN,194500,US,FT
Data Scientist,EN,125500,US,FT
Data Scientist,MI,187000,US,FT
Data Scientist,MI,153000,US,FT
Data Architect,SE,146000,US,FT
Data Architect,SE,128000,US,FT
Data Scientist,MI,130500,US,FT
Data Scientist,MI,96000,US,FT
Business Intelligence Analyst,SE,140000,US,FT
Business Intelligence Analyst,SE,105000,US,FT
Data Engineer,SE,153000,US,FT
Data Engineer,SE,122000,US,FT
Data Science Engineer,SE,190000,US,FT
Data Science Engineer,SE,126000,US,FT
Research Engineer,MI,108100,US,FT
Research Engineer,MI,60800,US,FT
Data Scientist,MI,170000,US,FT
Data Scientist,MI,100000,US,FT
Data Scientist,SE,208000,US,FT
Data Scientist,SE,175000,US,FT
Research Engineer,SE,485000,US,FT
Research Engineer,SE,280000,US,FT
Robotics Engineer,SE,240000,US,FT
Robotics Engineer,SE,160000,US,FT
Data Scientist,SE,239000,US,FT
Data Scientist,SE,177000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,110000,US,FT
Data Scientist,MI,177300,US,FT
Data Scientist,MI,136300,US,FT
Data Scientist,SE,250944,US,FT
Data Scientist,SE,178538,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,180700,US,FT
Head of Data,EX,243000,US,FT
Head of Data,EX,163000,US,FT
Research Scientist,MI,250000,US,FT
Research Scientist,MI,190000,US,FT
Data Science,SE,150000,US,FT
Data Science,SE,90200,US,FT
Research Scientist,MI,162000,US,FT
Research Scientist,MI,128000,US,FT
Data Analyst,SE,140000,US,FT
Data Analyst,SE,107000,US,FT
Data Analyst,MI,155700,US,FT
Data Analyst,MI,75500,US,FT
Business Intelligence Analyst,EN,111400,US,FT
Business Intelligence Analyst,EN,62800,US,FT
Research Scientist,SE,234000,US,FT
Research Scientist,SE,146000,US,FT
Data Scientist,MI,172000,US,FT
Data Scientist,MI,75600,US,FT
Business Intelligence,SE,204000,US,FT
Business Intelligence,SE,105800,US,FT
Business Intelligence,SE,246000,US,FT
Business Intelligence,SE,132600,US,FT
Data Analyst,SE,190000,US,FT
Data Analyst,SE,152000,US,FT
Machine Learning Scientist,SE,125000,US,FT
Machine Learning Scientist,SE,110000,US,FT
Data Analyst,MI,84105,US,FT
Data Analyst,MI,76095,US,FT
Data Analytics Manager,MI,203900,US,FT
Data Analytics Manager,MI,116600,US,FT
Data Engineer,SE,143706,US,FT
Data Engineer,SE,84533,US,FT
Data Architect,SE,201700,US,FT
Data Architect,SE,122300,US,FT
Analytics Engineer,MI,50666,LT,FT
Analytics Engineer,MI,29333,LT,FT
Analytics Engineer,SE,194000,US,FT
Analytics Engineer,SE,96000,US,FT
Data Scientist,SE,77777,DE,FT
Data Scientist,SE,44444,DE,FT
Data Analyst,SE,165000,US,FT
Data Analyst,SE,165000,US,FT
Research Engineer,SE,142200,US,FT
Research Engineer,SE,116200,US,FT
Data Science,SE,175000,US,FT
Data Science,SE,100000,US,FT
Data Scientist,MI,80000,US,FT
Data Scientist,MI,52500,US,FT
Data Scientist,SE,213000,US,FT
Data Scientist,SE,120700,US,FT
Data Scientist,SE,200000,US,FT
Data Scientist,SE,160000,US,FT
Machine Learning Engineer,SE,169200,US,FT
Machine Learning Engineer,SE,130100,US,FT
Data Architect,SE,227000,US,FT
Data Architect,SE,122200,US,FT
Data Engineer,MI,136400,US,FT
Data Engineer,MI,77000,US,FT
Machine Learning Engineer,SE,179000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Data Scientist,SE,247600,US,FT
Data Scientist,SE,127300,US,FT
Business Intelligence Specialist,SE,120529,US,FT
Business Intelligence Specialist,SE,96428,US,FT
Data Operations Analyst,SE,168000,US,FT
Data Operations Analyst,SE,90900,US,FT
Data Scientist,SE,209000,US,FT
Data Scientist,SE,171000,US,FT
Director of Business Intelligence,EX,200000,US,FT
Director of Business Intelligence,EX,175000,US,FT
Data Scientist,SE,243000,US,FT
Data Scientist,SE,192000,US,FT
Data Architect,SE,170000,US,FT
Data Architect,SE,25000,US,FT
Data Science Manager,SE,314100,US,FT
Data Science Manager,SE,169700,US,FT
Data Analyst,SE,160000,US,FT
Data Analyst,SE,128000,US,FT
Data Engineer,SE,178500,US,FT
Data Engineer,SE,156312,US,FT
Machine Learning Engineer,MI,208200,US,FT
Machine Learning Engineer,MI,124900,US,FT
Data Engineer,MI,300000,US,FT
Data Engineer,MI,130000,US,FT
Research Scientist,SE,200000,US,FT
Research Scientist,SE,180000,US,FT
Machine Learning Engineer,MI,200000,CA,FT
Machine Learning Engineer,MI,160000,CA,FT
Machine Learning Engineer,SE,355000,US,FT
Machine Learning Engineer,SE,213500,US,FT
Data Engineer,SE,185000,US,FT
Data Engineer,SE,102600,US,FT
Data Analyst,EN,62500,GB,FT
Data Engineer,MI,110000,US,FT
Data Engineer,MI,90000,US,FT
Data Engineer,MI,108600,US,FT
Data Engineer,MI,74400,US,FT
Applied Scientist,MI,212800,US,FT
Applied Scientist,MI,115100,US,FT
Business Intelligence Engineer,SE,202800,US,FT
Business Intelligence Engineer,SE,104300,US,FT
Data Analyst,EN,225000,US,FT
Data Analyst,EN,150000,US,FT
Data Analyst,EN,129000,US,FT
Data Analyst,EN,86000,US,FT
AI Engineer,MI,107093,IL,FT
Data Scientist,MI,172000,US,FT
Data Scientist,MI,75600,US,FT
Machine Learning Engineer,MI,265400,US,FT
Machine Learning Engineer,MI,127400,US,FT
Data Architect,SE,363000,US,FT
Data Architect,SE,139800,US,FT
Data Scientist,EN,175100,US,FT
Data Scientist,EN,82915,US,FT
Business Intelligence Analyst,MI,192300,US,FT
Business Intelligence Analyst,MI,120200,US,FT
Data Scientist,MI,155000,US,FT
Data Scientist,MI,135000,US,FT
Data Scientist,MI,150200,CA,FT
Data Scientist,MI,100100,CA,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,137500,US,FT
Data Manager,MI,100000,US,FT
Data Manager,MI,90000,US,FT
Data Scientist,MI,165000,US,FT
Data Scientist,MI,110000,US,FT
Data Analyst,EN,54000,US,FT
Data Analyst,EN,43400,US,FT
Data Analyst,MI,101081,US,FT
Data Analyst,MI,78108,US,FT
ML Engineer,SE,285500,US,FT
ML Engineer,SE,142500,US,FT
Machine Learning Engineer,SE,324000,US,FT
Machine Learning Engineer,SE,159000,US,FT
Data Specialist,MI,150000,US,FT
Data Specialist,MI,130000,US,FT
Data Engineer,SE,277000,US,FT
Data Engineer,SE,173000,US,FT
Data Engineer,MI,137000,US,FT
Data Engineer,MI,60300,US,FT
Data Product Owner,SE,159120,US,FT
Data Product Owner,SE,92240,US,FT
Data Scientist,MI,225000,US,FT
Data Scientist,MI,200000,US,FT
Data Analyst,SE,180500,US,FT
Data Analyst,SE,96200,US,FT
Machine Learning Engineer,MI,245400,US,FT
Machine Learning Engineer,MI,139000,US,FT
Data Analytics Lead,SE,176500,US,FT
Data Analytics Lead,SE,116600,US,FT
Machine Learning Engineer,SE,208500,US,FT
Machine Learning Engineer,SE,100100,US,FT
Data Scientist,SE,50000,GB,FT
Data Scientist,SE,31250,GB,FT
ML Engineer,SE,260000,US,FT
ML Engineer,SE,190000,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Analytics Engineer,SE,153018,US,FT
Analytics Engineer,SE,135000,US,FT
Research Scientist,SE,303050,US,FT
Research Scientist,SE,202350,US,FT
Machine Learning Engineer,SE,173000,CA,FT
Machine Learning Engineer,SE,108000,CA,FT
Analytics Engineer,MI,228900,US,FT
Analytics Engineer,MI,174400,US,FT
Data Analyst,EN,144000,US,FT
Data Analyst,EN,81000,US,FT
Data Analyst,SE,110000,US,FT
Data Analyst,SE,100000,US,FT
Data Operations Manager,MI,140000,CA,FT
Data Operations Manager,MI,80000,CA,FT
Data Scientist,SE,230300,US,FT
Data Scientist,SE,114700,US,FT
Business Intelligence Analyst,SE,190000,US,FT
Business Intelligence Analyst,SE,160000,US,FT
Machine Learning Engineer,SE,245400,US,FT
Machine Learning Engineer,SE,139000,US,FT
Data Analyst,SE,108334,US,FT
Data Analyst,SE,59923,US,FT
Data Scientist,SE,249000,US,FT
Data Scientist,SE,216000,US,FT
Data Engineer,SE,241000,US,FT
Data Engineer,SE,172000,US,FT
Data Science,EX,340000,US,FT
Data Science,EX,256000,US,FT
Machine Learning Engineer,MI,223600,US,FT
Machine Learning Engineer,MI,115000,US,FT
Data Engineer,MI,175000,CA,FT
Data Engineer,MI,100000,CA,FT
Research Scientist,SE,250800,US,FT
Research Scientist,SE,167200,US,FT
Machine Learning Engineer,SE,75000,IN,FT
Machine Learning Engineer,SE,55000,IN,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,120000,US,FT
Business Intelligence Developer,MI,128000,US,FT
Business Intelligence Developer,MI,92000,US,FT
Data Engineer,SE,235000,US,FT
Data Engineer,SE,210000,US,FT
Business Intelligence,SE,125000,US,FT
Business Intelligence,SE,120000,US,FT
Data Architect,SE,189600,US,FT
Data Architect,SE,101100,US,FT
Machine Learning Engineer,SE,270400,US,FT
Machine Learning Engineer,SE,145600,US,FT
Data Scientist,EN,137000,US,FT
Data Scientist,EN,60400,US,FT
Machine Learning Engineer,MI,158100,US,FT
Machine Learning Engineer,MI,138500,US,FT
Machine Learning Engineer,SE,188500,US,FT
Machine Learning Engineer,SE,165100,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,180000,US,FT
Machine Learning Engineer,SE,160000,US,FT
Machine Learning Engineer,SE,130000,US,FT
Data Engineer,SE,115000,US,FT
Data Engineer,SE,100500,US,FT
Data Architect,SE,242100,US,FT
Data Architect,SE,116200,US,FT
Analytics Engineer,MI,126000,US,FT
Analytics Engineer,MI,78000,US,FT
Data Engineer,SE,185000,US,FT
Data Engineer,SE,160000,US,FT
Data Analyst,SE,172000,US,FT
Data Analyst,SE,101000,US,FT
Data Modeler,SE,130000,US,FT
Data Modeler,SE,120000,US,FT
Business Intelligence,SE,135000,US,FT
Business Intelligence,SE,100000,US,FT
Analytics Engineer,SE,138000,US,FT
Analytics Engineer,SE,92000,US,FT
Data Engineer,MI,145000,US,FT
Data Engineer,MI,95000,US,FT
Business Intelligence Analyst,SE,105000,US,FT
Business Intelligence Analyst,SE,80000,US,FT
Data Architect,SE,175000,US,FT
Data Architect,SE,115200,US,FT
Machine Learning Scientist,MI,270000,US,FT
Machine Learning Scientist,MI,185000,US,FT
Data Analyst,SE,165000,US,FT
Data Scientist,SE,267900,US,FT
Data Scientist,SE,234700,US,FT
Research Scientist,MI,100000,US,FT
Research Scientist,MI,75000,US,FT
Applied Scientist,SE,260000,US,FT
Applied Scientist,SE,136000,US,FT
Data Architect,SE,175000,US,FT
Data Architect,SE,117000,US,FT
Data Architect,SE,143537,CA,FT
Data Architect,SE,112241,CA,FT
Data Analyst,EN,170000,US,FT
Data Analyst,EN,140000,US,FT
Research Scientist,SE,205000,US,FT
Research Scientist,SE,178000,US,FT
Machine Learning Engineer,SE,297000,US,FT
Machine Learning Engineer,SE,168300,US,FT
Data Scientist,MI,110000,US,FT
Data Scientist,MI,92000,US,FT
Business Intelligence Engineer,EN,151260,US,PT
Business Intelligence Engineer,EN,30000,US,PT
Business Intelligence,MI,152000,US,FT
Business Intelligence,MI,120000,US,FT
Business Intelligence,EX,237500,US,FT
Business Intelligence,EX,157500,US,FT
Data Scientist,SE,200000,US,FT
Data Scientist,SE,172750,US,FT
Data Analyst,EN,65000,GB,FT
Data Analyst,EN,56250,GB,FT
Data Analyst,EN,122000,US,FT
Data Analyst,EN,94000,US,FT
Research Scientist,SE,240000,US,FT
Research Scientist,SE,133000,US,FT
Data Science,EX,175762,US,FT
Data Science,EX,97254,US,FT
ML Engineer,MI,145000,US,FT
ML Engineer,MI,89000,US,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,141500,US,FT
Data Engineer,SE,209362,US,FT
Data Engineer,SE,182054,US,FT
Robotics Engineer,SE,140000,US,FT
Robotics Engineer,SE,65000,US,FT
Business Intelligence Analyst,SE,157400,US,FT
Business Intelligence Analyst,SE,98600,US,FT
Data Scientist,SE,226500,US,FT
Data Scientist,SE,110900,US,FT
Data Analyst,EN,82402,US,FT
Data Analyst,EN,48508,US,FT
Data Engineer,SE,130500,US,FT
Data Engineer,SE,96000,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,SE,90000,US,FT
Data Scientist,SE,66666,ES,FT
Data Scientist,SE,42222,ES,FT
Machine Learning Engineer,MI,245400,US,FT
Machine Learning Engineer,MI,139000,US,FT
Data Scientist,MI,200000,US,FT
Data Scientist,MI,140000,US,FT
Data Science,SE,223100,US,FT
Data Science,SE,126400,US,FT
Data Analyst,EN,90000,US,FT
Data Analyst,EN,75000,US,FT
Data Architect,SE,173100,US,FT
Data Architect,SE,108200,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,162000,US,FT
Applied Scientist,SE,309400,US,FT
Applied Scientist,SE,159100,US,FT
Data Science,EX,175762,US,FT
Data Science,EX,97254,US,FT
Research Scientist,EN,210000,US,FT
Research Scientist,EN,180000,US,FT
Data Management Analyst,EN,75000,US,FT
Data Management Analyst,EN,50000,US,FT
Data Analyst,EN,75000,US,FT
Data Analyst,EN,47500,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Business Intelligence,SE,150000,US,FT
Business Intelligence,SE,90200,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Science Manager,MI,279500,US,FT
Data Science Manager,MI,216200,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,185000,US,FT
Machine Learning Engineer,SE,245400,US,FT
Machine Learning Engineer,SE,139000,US,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,185000,US,FT
Machine Learning Engineer,SE,270000,US,FT
Machine Learning Engineer,SE,229500,US,FT
Research Scientist,SE,205500,US,FT
Research Scientist,SE,132500,US,FT
Data Analyst,SE,144538,US,FT
Data Analyst,SE,96358,US,FT
Research Engineer,SE,306000,US,FT
Research Engineer,SE,180000,US,FT
AI Research Scientist,MI,65000,CA,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Engineer,MI,37500,GB,FT
Data Engineer,MI,33750,GB,FT
Applied Scientist,SE,315000,US,FT
Applied Scientist,SE,285000,US,FT
Data Scientist,MI,130000,US,FT
Data Scientist,MI,100000,US,FT
Data Analyst,EN,77280,US,FT
Data Analyst,EN,58000,US,FT
Data Scientist,SE,264846,US,FT
Data Scientist,SE,143060,US,FT
Business Intelligence Developer,MI,75000,US,FT
Business Intelligence Developer,MI,65000,US,FT
Data Scientist,MI,172000,US,FT
Data Scientist,MI,75600,US,FT
Business Intelligence Manager,MI,187000,US,FT
Business Intelligence Manager,MI,117000,US,FT
Data Scientist,MI,158100,US,FT
Data Scientist,MI,138500,US,FT
Data Scientist,SE,283800,US,FT
Data Scientist,SE,234700,US,FT
Data Manager,MI,134000,US,FT
Data Manager,MI,120000,US,FT
Data Analyst,EN,198000,US,FT
Data Analyst,EN,144000,US,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,96600,US,FT
Research Analyst,EN,83300,US,FT
Research Analyst,EN,47500,US,FT
Data Analyst,SE,118000,US,FT
Data Analyst,SE,100000,US,FT
Data Scientist,MI,162819,US,FT
Data Scientist,MI,95776,US,FT
Research Engineer,MI,220000,US,FT
Research Engineer,MI,96600,US,FT
Data Operations Specialist,MI,132500,US,FT
Data Operations Specialist,MI,88000,US,FT
Data Analyst,EN,93100,US,FT
Data Analyst,EN,60000,US,FT
Data Engineer,MI,135000,US,FT
Data Engineer,MI,100000,US,FT
Machine Learning Engineer,SE,190000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Bear Robotics,MI,215000,US,FT
Bear Robotics,MI,120000,US,FT
Data Science,MI,62222,FI,FT
Data Science,MI,46666,FI,FT
Data Science,SE,160000,US,FT
Data Science,SE,120000,US,FT
Data Scientist,SE,171210,CA,FT
Data Scientist,SE,92190,CA,FT
Data Scientist,MI,177250,US,FT
Data Scientist,MI,125500,US,FT
Data Engineer,SE,139500,CA,FT
Data Engineer,SE,90000,CA,FT
Data Science Consultant,SE,122000,US,FT
Data Science Consultant,SE,94000,US,FT
Data Engineer,SE,140000,US,FT
Data Engineer,SE,55000,US,FT
Business Intelligence Analyst,EN,95000,US,FT
Business Intelligence Analyst,EN,85000,US,FT
Data Analyst,EN,67095,US,FT
Data Analyst,EN,51120,US,FT
Business Intelligence Analyst,EN,234000,US,FT
Business Intelligence Analyst,EN,146000,US,FT
Data Analyst,SE,150700,US,FT
Data Analyst,SE,87400,US,FT
Data Analyst,EN,80000,US,FT
Data Analyst,EN,75000,US,FT
Business Intelligence,SE,117000,US,FT
Business Intelligence,SE,99600,US,FT
Data Engineer,SE,180000,US,FT
Data Engineer,SE,160000,US,FT
Data Science,SE,221000,US,FT
Data Science,SE,138000,US,FT
Business Intelligence Engineer,SE,202800,US,FT
Business Intelligence Engineer,SE,104300,US,FT
Research Engineer,SE,268000,US,FT
Research Engineer,SE,202000,US,FT
Data Engineer,SE,213580,US,FT
Data Engineer,SE,173000,US,FT
Data Engineer,SE,159550,US,FT
Data Engineer,SE,113000,US,FT
Data Analyst,SE,200000,US,FT
Data Analyst,SE,168000,US,FT
Data Analyst,EN,100000,US,FT
Data Analyst,EN,64000,US,FT
Data Analyst,EN,124650,US,FT
Data Analyst,EN,88200,US,FT
Data Analyst,SE,180000,US,FT
Data Analyst,SE,140000,US,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,130000,US,FT
Data Analytics Manager,MI,128000,US,FT
Data Analytics Manager,MI,81500,US,FT
Data Engineer,SE,173300,US,FT
Data Engineer,SE,98800,US,FT
Business Intelligence,MI,150000,US,FT
Business Intelligence,MI,113000,US,FT
Applied Scientist,MI,210000,US,FT
Applied Scientist,MI,160000,US,FT
Data Analyst,SE,204650,US,FT
Data Analyst,SE,123990,US,FT
Data Science Consultant,SE,131000,US,FT
Data Science Consultant,SE,128000,US,FT
Data Scientist,MI,137930,CA,FT
Data Scientist,MI,74270,CA,FT
Business Intelligence Developer,SE,156000,US,FT
Business Intelligence Developer,SE,105267,US,FT
